생산일자,제품유형,교대,라인,작업조,불량률
2026-02-08,하우징,주간,L2,B조,0.008583690987124463
2026-02-14,브라켓,야간,L2,A조,0.036036036036036036
2026-02-05,샤프트,야간,L3,A조,0.027522935779816515
2026-02-03,샤프트,주간,L3,A조,0.02358490566037736
2026-02-25,하우징,야간,L1,B조,0.011904761904761904
2026-02-15,하우징,주간,L3,B조,0.0228310502283105
2026-02-21,샤프트,야간,L3,A조,0.028688524590163935
2026-02-21,하우징,주간,L2,B조,0.02027027027027027
2026-02-03,하우징,주간,L1,B조,0.024390243902439025
2026-02-18,기어,야간,L2,C조,0.043243243243243246
2026-02-25,샤프트,주간,L3,C조,0.0213903743315508
2026-02-13,하우징,주간,L3,C조,0.0196078431372549
2026-02-25,하우징,야간,L3,C조,0.03076923076923077
2026-02-27,브라켓,야간,L2,B조,0.024193548387096774
2026-02-16,샤프트,야간,L3,B조,0.02976190476190476
2026-02-03,브라켓,주간,L2,B조,0.019736842105263157
2026-02-18,하우징,주간,L3,C조,0.025477707006369428
2026-02-25,하우징,야간,L2,A조,0.041666666666666664
2026-02-17,기어,주간,L3,B조,0.021834061135371178
2026-02-23,샤프트,주간,L2,C조,0.03
2026-02-15,기어,주간,L3,A조,0.029661016949152543
2026-02-12,샤프트,주간,L3,B조,0.02727272727272727
2026-02-27,샤프트,야간,L3,B조,0.021621621621621623
2026-02-05,브라켓,주간,L3,A조,0.030303030303030304
2026-02-13,샤프트,주간,L3,A조,0.015706806282722512
2026-02-05,브라켓,야간,L3,B조,0.022727272727272728
2026-02-19,기어,야간,L1,B조,0.012658227848101266
2026-02-26,브라켓,주간,L2,A조,0.03361344537815126
2026-02-28,샤프트,야간,L3,C조,0.011904761904761904
2026-02-07,하우징,주간,L2,B조,0.019801980198019802
2026-02-21,기어,야간,L3,B조,0.01834862385321101
2026-02-25,브라켓,주간,L2,B조,0.03125
2026-02-24,샤프트,주간,L3,C조,0.019230769230769232
2026-02-15,샤프트,주간,L2,C조,0.029411764705882353
2026-02-05,브라켓,야간,L1,B조,0.02040816326530612
2026-02-13,샤프트,주간,L3,A조,0.03773584905660377
2026-02-22,하우징,주간,L3,B조,0.019736842105263157
2026-02-18,샤프트,야간,L1,B조,0.03968253968253968
2026-02-11,샤프트,주간,L3,A조,0.015625
2026-02-07,하우징,야간,L3,A조,0.0228310502283105
2026-02-19,기어,주간,L3,A조,0.013071895424836602
2026-02-12,하우징,주간,L3,A조,0.014084507042253521
2026-02-14,기어,주간,L2,B조,0.009478672985781991
2026-02-27,하우징,주간,L2,A조,0.014084507042253521
2026-02-01,브라켓,주간,L2,A조,0.02857142857142857
2026-02-07,샤프트,주간,L3,C조,0.024154589371980676
2026-02-26,기어,야간,L2,A조,0.022222222222222223
2026-02-26,기어,주간,L3,B조,0.024096385542168676
2026-02-09,하우징,주간,L3,A조,0.010416666666666666
2026-02-28,기어,야간,L3,B조,0.017543859649122806
2026-02-06,하우징,주간,L3,A조,0.019801980198019802
2026-02-02,기어,야간,L1,C조,0.026785714285714284
2026-02-09,하우징,야간,L3,B조,0.015384615384615385
2026-02-15,브라켓,주간,L2,B조,0.0364963503649635
2026-02-01,기어,야간,L3,A조,0.022222222222222223
2026-02-05,기어,야간,L3,B조,0.020618556701030927
2026-02-23,샤프트,주간,L2,B조,0.022988505747126436
2026-02-18,기어,야간,L3,C조,0.03333333333333333
2026-02-17,샤프트,주간,L2,B조,0.01639344262295082
2026-02-28,브라켓,주간,L1,C조,0.02824858757062147
2026-02-07,기어,주간,L2,A조,0.011235955056179775
2026-02-26,샤프트,주간,L3,B조,0.01639344262295082
2026-02-10,샤프트,야간,L2,A조,0.030973451327433628
2026-02-26,기어,주간,L2,B조,0.018018018018018018
2026-02-22,브라켓,야간,L3,B조,0.023809523809523808
2026-02-06,기어,야간,L3,A조,0.029069767441860465
2026-02-06,샤프트,야간,L3,C조,0.01744186046511628
2026-02-16,기어,야간,L3,C조,0.01694915254237288
2026-02-15,브라켓,주간,L2,B조,0.012244897959183673
2026-02-07,브라켓,야간,L3,B조,0.016129032258064516
2026-02-08,샤프트,야간,L2,A조,0.01809954751131222
2026-02-26,하우징,주간,L3,B조,0.020618556701030927
2026-02-22,하우징,야간,L3,A조,0.027472527472527472
2026-02-06,하우징,주간,L3,B조,0.02926829268292683
2026-02-21,기어,주간,L1,A조,0.012121212121212121
2026-02-05,하우징,주간,L2,B조,0.030612244897959183
2026-02-13,하우징,주간,L3,A조,0.0297029702970297
2026-02-01,샤프트,주간,L2,B조,0.016483516483516484
2026-02-19,샤프트,주간,L3,B조,0.022123893805309734
2026-02-06,기어,야간,L3,C조,0.03314917127071823
2026-02-07,샤프트,야간,L3,A조,0.030927835051546393
2026-02-06,기어,야간,L3,B조,0.023474178403755867
2026-02-06,브라켓,야간,L3,A조,0.0189873417721519
2026-02-03,브라켓,야간,L2,A조,0.010869565217391304
2026-02-16,샤프트,야간,L3,B조,0.02112676056338028
2026-02-25,샤프트,주간,L3,B조,0.017543859649122806
2026-02-09,하우징,야간,L2,B조,0.016194331983805668
2026-02-22,기어,주간,L2,B조,0.021367521367521368
2026-02-16,샤프트,주간,L3,A조,0.01020408163265306
2026-02-08,하우징,주간,L3,A조,0.022598870056497175
2026-02-02,샤프트,주간,L3,B조,0.024691358024691357
2026-02-22,샤프트,야간,L3,B조,0.01910828025477707
2026-02-01,하우징,주간,L3,C조,0.018867924528301886
2026-02-12,하우징,야간,L2,A조,0.014492753623188406
2026-02-01,기어,주간,L3,C조,0.021739130434782608
2026-02-22,하우징,주간,L3,B조,0.017167381974248927
2026-02-28,브라켓,주간,L3,B조,0.01680672268907563
2026-02-10,샤프트,주간,L3,C조,0.024193548387096774
2026-02-09,하우징,야간,L2,B조,0.021739130434782608
2026-02-16,샤프트,주간,L3,B조,0.008583690987124463
2026-02-15,기어,주간,L3,B조,0.020833333333333332
2026-02-11,기어,주간,L2,A조,0.02040816326530612
2026-02-11,기어,야간,L3,A조,0.03111111111111111
2026-02-06,샤프트,야간,L3,C조,0.028455284552845527
2026-02-08,하우징,야간,L3,C조,0.03067484662576687
2026-02-17,기어,야간,L3,B조,0.027777777777777776
2026-02-21,브라켓,야간,L2,C조,0.01904761904761905
2026-02-22,기어,주간,L2,C조,0.008
2026-02-15,브라켓,주간,L3,B조,0.01020408163265306
2026-02-22,기어,주간,L3,A조,0.020833333333333332
2026-02-17,기어,주간,L3,B조,0.026455026455026454
2026-02-10,하우징,주간,L3,C조,0.013888888888888888
2026-02-10,하우징,주간,L3,A조,0.009615384615384616
2026-02-15,기어,주간,L3,A조,0.016194331983805668
2026-02-09,기어,주간,L3,B조,0.016194331983805668
2026-02-22,하우징,주간,L3,A조,0.03076923076923077
2026-02-06,하우징,주간,L2,B조,0.010101010101010102
2026-02-02,기어,야간,L3,B조,0.044444444444444446
2026-02-14,하우징,야간,L3,A조,0.024390243902439025
2026-02-03,기어,주간,L3,A조,0.031496062992125984
2026-02-06,기어,주간,L2,B조,0.012658227848101266
2026-02-11,하우징,주간,L3,A조,0.02830188679245283
2026-02-01,브라켓,주간,L3,B조,0.03007518796992481
2026-02-07,샤프트,주간,L3,C조,0.014084507042253521
2026-02-16,샤프트,주간,L2,B조,0.011235955056179775
2026-02-11,샤프트,야간,L2,B조,0.022222222222222223
2026-02-26,하우징,야간,L3,C조,0.015267175572519083
2026-02-03,기어,야간,L3,A조,0.02459016393442623
2026-02-21,기어,야간,L3,B조,0.02252252252252252
2026-02-17,샤프트,야간,L3,B조,0.012658227848101266
2026-02-19,브라켓,야간,L2,C조,0.03982300884955752
2026-02-19,기어,야간,L3,B조,0.02
2026-02-02,하우징,야간,L3,B조,0.033783783783783786
2026-02-23,샤프트,야간,L3,A조,0.01764705882352941
2026-02-10,샤프트,야간,L3,C조,0.018518518518518517
2026-02-19,샤프트,주간,L3,A조,0.016129032258064516
2026-02-09,기어,주간,L3,B조,0.016483516483516484
2026-02-12,기어,주간,L3,A조,0.017857142857142856
2026-02-20,샤프트,주간,L3,A조,0.032520325203252036
2026-02-27,기어,주간,L3,C조,0.01990049751243781
2026-02-25,샤프트,주간,L3,B조,0.02040816326530612
2026-02-21,기어,주간,L2,B조,0.012048192771084338
2026-02-16,샤프트,주간,L2,B조,0.02127659574468085
2026-02-15,샤프트,야간,L2,C조,0.02197802197802198
2026-02-28,샤프트,주간,L3,B조,0.023809523809523808
2026-02-06,하우징,주간,L3,B조,0.018691588785046728
2026-02-27,브라켓,주간,L1,B조,0.018292682926829267
2026-02-19,하우징,주간,L3,B조,0.013986013986013986
2026-02-18,샤프트,야간,L2,A조,0.023255813953488372
2026-02-17,브라켓,야간,L3,B조,0.025906735751295335
2026-02-23,브라켓,주간,L3,B조,0.01652892561983471
2026-02-20,기어,주간,L3,C조,0.014634146341463415
2026-02-03,샤프트,주간,L2,C조,0.02127659574468085
2026-02-22,하우징,야간,L3,B조,0.026490066225165563
2026-02-21,브라켓,야간,L1,B조,0.030927835051546393
2026-02-26,하우징,야간,L3,A조,0.019230769230769232
2026-02-27,하우징,주간,L3,A조,0.024
2026-02-27,하우징,야간,L3,B조,0.013793103448275862
2026-02-02,브라켓,야간,L3,A조,0.028225806451612902
2026-02-18,샤프트,야간,L3,A조,0.013157894736842105
2026-02-27,샤프트,주간,L3,B조,0.010101010101010102
2026-02-28,브라켓,주간,L1,A조,0.022058823529411766
2026-02-16,샤프트,주간,L3,B조,0.011235955056179775
2026-02-26,기어,주간,L3,A조,0.011111111111111112
2026-02-25,샤프트,야간,L1,B조,0.02097902097902098
2026-02-01,샤프트,주간,L3,B조,0.0205761316872428
2026-02-25,샤프트,주간,L3,C조,0.02702702702702703
2026-02-18,기어,야간,L3,B조,0.02564102564102564
2026-02-17,기어,주간,L3,B조,0.0136986301369863
2026-02-05,기어,야간,L3,B조,0.029239766081871343
2026-02-26,기어,야간,L1,A조,0.039647577092511016
2026-02-09,브라켓,야간,L3,B조,0.013636363636363636
2026-02-12,하우징,야간,L3,B조,0.04090909090909091
2026-02-09,브라켓,주간,L3,A조,0.013422818791946308
2026-02-28,기어,주간,L3,B조,0.03409090909090909
2026-02-14,샤프트,야간,L3,B조,0.032388663967611336
2026-02-04,하우징,주간,L3,B조,0.020161290322580645
2026-02-01,브라켓,주간,L2,B조,0.03111111111111111
2026-02-28,샤프트,야간,L3,C조,0.024844720496894408
2026-02-07,하우징,주간,L3,B조,0.015748031496062992
2026-02-22,하우징,주간,L3,A조,0.01834862385321101
2026-02-01,샤프트,주간,L3,C조,0.006993006993006993
2026-02-26,기어,주간,L2,A조,0.029411764705882353
2026-02-19,샤프트,야간,L2,A조,0.023809523809523808
2026-02-07,샤프트,주간,L3,C조,0.012448132780082987
2026-02-25,브라켓,주간,L3,C조,0.010416666666666666
2026-02-09,기어,주간,L3,C조,0.017094017094017096
2026-02-28,하우징,야간,L3,C조,0.031914893617021274
2026-02-17,하우징,주간,L2,A조,0.02512562814070352
2026-02-13,브라켓,주간,L3,B조,0.023809523809523808
2026-02-02,기어,야간,L3,A조,0.025
2026-02-08,기어,주간,L2,B조,0.012295081967213115
2026-02-02,샤프트,야간,L3,B조,0.0196078431372549
2026-02-24,하우징,주간,L3,B조,0.03125
2026-02-03,기어,주간,L2,B조,0.008620689655172414
2026-02-04,하우징,주간,L3,B조,0.014084507042253521
2026-02-04,기어,야간,L2,B조,0.029411764705882353
2026-02-28,샤프트,주간,L3,B조,0.031413612565445025
2026-02-28,브라켓,주간,L2,C조,0.02631578947368421
2026-02-21,브라켓,주간,L3,A조,0.023809523809523808
2026-02-03,기어,주간,L3,B조,0.023255813953488372
2026-02-15,하우징,야간,L2,A조,0.022988505747126436
2026-02-27,기어,야간,L3,A조,0.022222222222222223
2026-02-03,하우징,주간,L2,A조,0.02617801047120419
2026-02-23,기어,주간,L1,A조,0.017543859649122806
2026-02-01,기어,주간,L3,C조,0.021164021164021163
2026-02-23,샤프트,야간,L3,C조,0.03017241379310345
2026-02-16,샤프트,주간,L1,A조,0.0297029702970297
2026-02-25,하우징,주간,L3,C조,0.02824858757062147
2026-02-12,기어,야간,L3,B조,0.027906976744186046
2026-02-22,샤프트,야간,L3,B조,0.0319634703196347
2026-03-15,기어,주간,L3,B조,0.020833333333333332
2026-03-17,샤프트,주간,L3,B조,0.015544041450777202
2026-03-04,기어,주간,L1,B조,0.016129032258064516
2026-03-25,브라켓,야간,L1,C조,0.03482587064676617
2026-03-07,샤프트,주간,L3,A조,0.011627906976744186
2026-03-19,브라켓,야간,L3,B조,0.034782608695652174
2026-03-03,샤프트,주간,L3,A조,0.02040816326530612
2026-03-05,하우징,주간,L3,A조,0.022222222222222223
2026-03-31,브라켓,주간,L2,B조,0.024096385542168676
2026-03-12,하우징,주간,L3,C조,0.01990049751243781
2026-03-04,브라켓,야간,L2,B조,0.036585365853658534
2026-03-22,브라켓,주간,L2,A조,0.011363636363636364
2026-03-07,하우징,야간,L3,B조,0.018867924528301886
2026-03-19,하우징,야간,L3,B조,0.022222222222222223
2026-03-26,샤프트,주간,L2,A조,0.012048192771084338
2026-03-22,기어,야간,L2,A조,0.0213903743315508
2026-03-08,샤프트,야간,L3,B조,0.0392156862745098
2026-03-08,브라켓,주간,L1,A조,0.018518518518518517
2026-03-07,하우징,야간,L3,A조,0.03428571428571429
2026-03-20,하우징,주간,L3,B조,0.0425531914893617
2026-03-21,브라켓,야간,L2,C조,0.04054054054054054
2026-03-17,샤프트,주간,L3,B조,0.038834951456310676
2026-03-13,브라켓,야간,L2,B조,0.04878048780487805
2026-03-02,샤프트,야간,L1,B조,0.027777777777777776
2026-03-26,기어,야간,L3,C조,0.027649769585253458
2026-03-21,하우징,야간,L3,C조,0.027972027972027972
2026-03-20,기어,주간,L3,A조,0.019230769230769232
2026-03-04,하우징,야간,L2,A조,0.025210084033613446
2026-03-09,하우징,주간,L1,B조,0.02
2026-03-10,브라켓,주간,L2,B조,0.014285714285714285
2026-03-19,샤프트,주간,L3,A조,0.006535947712418301
2026-03-25,샤프트,야간,L3,C조,0.0379746835443038
2026-03-27,샤프트,야간,L3,B조,0.02127659574468085
2026-03-17,기어,주간,L3,B조,0.01680672268907563
2026-03-12,샤프트,야간,L3,A조,0.036585365853658534
2026-03-13,기어,야간,L3,A조,0.02040816326530612
2026-03-23,브라켓,주간,L3,C조,0.025906735751295335
2026-03-10,브라켓,주간,L2,B조,0.020618556701030927
2026-03-13,브라켓,야간,L3,C조,0.031914893617021274
2026-03-25,샤프트,야간,L3,A조,0.027586206896551724
2026-03-17,기어,주간,L3,A조,0.014285714285714285
2026-03-15,샤프트,주간,L3,B조,0.01639344262295082
2026-03-23,기어,주간,L3,B조,0.010050251256281407
2026-03-09,기어,주간,L2,B조,0.02109704641350211
2026-03-02,브라켓,주간,L2,A조,0.023255813953488372
2026-03-25,하우징,주간,L3,B조,0.022935779816513763
2026-03-15,샤프트,주간,L1,A조,0.009009009009009009
2026-03-11,하우징,야간,L2,A조,0.028112449799196786
2026-03-03,브라켓,주간,L3,A조,0.02880658436213992
2026-03-29,샤프트,주간,L3,C조,0.028037383177570093
2026-03-23,브라켓,주간,L1,B조,0.03076923076923077
2026-03-09,샤프트,야간,L3,C조,0.020202020202020204
2026-03-19,샤프트,주간,L3,B조,0.009389671361502348
2026-03-15,브라켓,주간,L2,B조,0.023255813953488372
2026-03-11,샤프트,주간,L3,C조,0.027522935779816515
2026-03-10,하우징,야간,L2,A조,0.03015075376884422
2026-03-03,샤프트,주간,L3,B조,0.024539877300613498
2026-03-31,하우징,주간,L2,A조,0.01327433628318584
2026-03-29,하우징,야간,L1,A조,0.031914893617021274
2026-03-27,브라켓,야간,L3,B조,0.025510204081632654
2026-03-10,브라켓,주간,L3,A조,0.023474178403755867
2026-03-31,하우징,주간,L3,C조,0.023255813953488372
2026-03-09,기어,야간,L2,A조,0.026845637583892617
2026-03-26,샤프트,야간,L1,A조,0.023952095808383235
2026-03-04,하우징,야간,L2,B조,0.017391304347826087
2026-03-10,기어,야간,L3,B조,0.034934497816593885
2026-03-18,샤프트,야간,L3,C조,0.026881720430107527
2026-03-31,브라켓,야간,L2,A조,0.031746031746031744
2026-03-09,기어,주간,L3,A조,0.025974025974025976
2026-03-14,샤프트,야간,L3,B조,0.020202020202020204
2026-03-27,브라켓,야간,L1,B조,0.02127659574468085
2026-03-15,하우징,야간,L2,A조,0.024271844660194174
2026-03-22,하우징,주간,L3,B조,0.020242914979757085
2026-03-13,샤프트,주간,L2,B조,0.023622047244094488
2026-03-01,기어,야간,L3,B조,0.01652892561983471
2026-03-09,하우징,야간,L1,B조,0.025510204081632654
2026-03-18,샤프트,주간,L1,B조,0.012048192771084338
2026-03-01,하우징,야간,L3,B조,0.019417475728155338
2026-03-08,샤프트,주간,L3,A조,0.025906735751295335
2026-03-30,샤프트,주간,L2,B조,0.008695652173913044
2026-03-01,샤프트,야간,L2,C조,0.020202020202020204
2026-03-08,샤프트,야간,L3,B조,0.0189873417721519
2026-03-20,샤프트,주간,L3,A조,0.01951219512195122
2026-03-18,하우징,주간,L3,A조,0.023809523809523808
2026-03-07,기어,주간,L3,B조,0.031578947368421054
2026-03-02,샤프트,야간,L3,A조,0.03333333333333333
2026-03-28,기어,야간,L2,C조,0.04294478527607362
2026-03-18,샤프트,야간,L3,A조,0.024875621890547265
2026-03-18,기어,야간,L3,B조,0.04142011834319527
2026-03-02,브라켓,주간,L3,A조,0.025
2026-03-07,하우징,주간,L3,A조,0.0
2026-03-03,하우징,야간,L1,A조,0.03296703296703297
2026-03-31,샤프트,주간,L3,A조,0.01282051282051282
2026-03-24,샤프트,주간,L1,A조,0.014778325123152709
2026-03-17,하우징,주간,L1,A조,0.030303030303030304
2026-03-22,기어,야간,L2,B조,0.024390243902439025
2026-03-06,하우징,주간,L3,A조,0.028169014084507043
2026-03-31,브라켓,주간,L2,B조,0.02066115702479339
2026-03-17,기어,야간,L3,B조,0.017964071856287425
2026-03-17,하우징,주간,L3,C조,0.024390243902439025
2026-03-30,기어,주간,L1,A조,0.01694915254237288
2026-03-03,샤프트,야간,L3,A조,0.03
2026-03-14,샤프트,야간,L2,C조,0.022935779816513763
2026-03-03,하우징,주간,L2,C조,0.01809954751131222
2026-03-14,샤프트,주간,L3,B조,0.027586206896551724
2026-03-09,하우징,주간,L3,B조,0.022988505747126436
2026-03-15,하우징,주간,L3,B조,0.034782608695652174
2026-03-22,기어,야간,L2,B조,0.03278688524590164
2026-03-09,기어,야간,L3,B조,0.020833333333333332
2026-03-02,하우징,주간,L2,C조,0.02702702702702703
2026-03-06,기어,야간,L3,B조,0.031746031746031744
2026-03-23,브라켓,주간,L3,A조,0.02912621359223301
2026-03-18,샤프트,주간,L2,B조,0.02185792349726776
2026-03-31,브라켓,야간,L3,A조,0.011904761904761904
2026-03-28,샤프트,주간,L3,B조,0.007142857142857143
2026-03-05,샤프트,주간,L3,C조,0.010526315789473684
2026-03-23,하우징,야간,L2,B조,0.02702702702702703
2026-03-03,샤프트,주간,L2,B조,0.012345679012345678
2026-03-03,샤프트,주간,L3,A조,0.03355704697986577
2026-03-25,샤프트,주간,L3,B조,0.030973451327433628
2026-03-13,하우징,주간,L3,C조,0.027906976744186046
2026-03-31,하우징,주간,L3,C조,0.022222222222222223
2026-03-01,샤프트,주간,L2,B조,0.01652892561983471
2026-03-16,기어,주간,L3,B조,0.022222222222222223
2026-03-10,샤프트,주간,L3,B조,0.008
2026-03-31,브라켓,야간,L3,C조,0.02531645569620253
2026-03-21,샤프트,야간,L2,A조,0.03614457831325301
2026-03-24,하우징,야간,L3,A조,0.03755868544600939
2026-03-09,기어,야간,L2,C조,0.014778325123152709
2026-03-28,하우징,야간,L3,B조,0.02
2026-03-27,브라켓,주간,L2,B조,0.018867924528301886
2026-03-25,기어,주간,L2,C조,0.020512820512820513
2026-03-15,하우징,주간,L3,B조,0.023255813953488372
2026-03-29,기어,주간,L3,B조,0.024154589371980676
2026-03-21,하우징,야간,L3,A조,0.0223463687150838
2026-03-03,기어,주간,L2,C조,0.021052631578947368
2026-03-28,샤프트,야간,L3,A조,0.01904761904761905
2026-03-01,샤프트,주간,L3,B조,0.019417475728155338
2026-03-22,샤프트,주간,L2,A조,0.022026431718061675
2026-03-08,브라켓,주간,L3,B조,0.031818181818181815
2026-03-28,하우징,주간,L2,B조,0.019736842105263157
2026-03-23,샤프트,주간,L3,C조,0.0223463687150838
2026-03-26,기어,야간,L2,C조,0.02727272727272727
2026-03-22,하우징,주간,L3,A조,0.027777777777777776
2026-03-18,기어,야간,L3,B조,0.035398230088495575
2026-03-27,기어,야간,L3,C조,0.04186046511627907
2026-03-10,하우징,주간,L3,C조,0.014084507042253521
2026-03-17,샤프트,야간,L2,B조,0.022727272727272728
2026-03-10,기어,주간,L3,B조,0.02092050209205021
2026-03-04,샤프트,주간,L3,C조,0.023255813953488372
2026-03-28,샤프트,주간,L3,A조,0.027777777777777776
2026-03-16,하우징,야간,L3,B조,0.01282051282051282
2026-03-02,하우징,주간,L2,C조,0.03225806451612903
2026-03-26,브라켓,주간,L3,A조,0.029288702928870293
2026-03-30,샤프트,야간,L3,C조,0.030927835051546393
2026-03-21,하우징,주간,L3,B조,0.0211864406779661
2026-03-11,브라켓,야간,L3,B조,0.020942408376963352
2026-03-27,하우징,주간,L2,B조,0.01694915254237288
2026-03-23,브라켓,주간,L2,C조,0.02097902097902098
2026-03-09,브라켓,주간,L2,C조,0.021551724137931036
2026-03-11,하우징,주간,L3,A조,0.019736842105263157
2026-03-31,브라켓,주간,L2,B조,0.02158273381294964
2026-03-30,하우징,야간,L2,C조,0.043795620437956206
2026-03-21,기어,주간,L3,C조,0.02074688796680498
2026-03-02,브라켓,주간,L2,A조,0.012578616352201259
2026-03-08,브라켓,야간,L2,C조,0.031055900621118012
2026-03-11,샤프트,야간,L3,B조,0.037037037037037035
2026-03-17,기어,야간,L3,C조,0.022988505747126436
2026-03-27,샤프트,주간,L3,C조,0.029239766081871343
2026-03-27,브라켓,야간,L2,A조,0.020833333333333332
2026-03-09,샤프트,주간,L3,C조,0.018691588785046728
2026-03-04,기어,야간,L3,C조,0.020080321285140562
2026-03-09,기어,주간,L3,B조,0.024539877300613498
2026-03-08,샤프트,주간,L2,B조,0.02857142857142857
2026-03-28,브라켓,야간,L3,C조,0.0379746835443038
2026-03-01,기어,야간,L3,A조,0.03314917127071823
2026-03-26,샤프트,야간,L3,C조,0.03488372093023256
2026-03-21,샤프트,주간,L2,B조,0.01639344262295082
2026-03-04,하우징,야간,L2,C조,0.04081632653061224
2026-03-22,하우징,주간,L3,B조,0.023952095808383235
2026-03-18,기어,주간,L3,C조,0.009433962264150943
2026-03-01,기어,주간,L2,B조,0.030837004405286344
2026-03-07,브라켓,주간,L3,A조,0.029411764705882353
2026-03-11,하우징,주간,L3,C조,0.01694915254237288
2026-03-07,하우징,야간,L3,A조,0.031746031746031744
2026-03-18,기어,주간,L3,B조,0.018691588785046728
2026-03-20,브라켓,야간,L2,C조,0.021505376344086023
2026-03-06,하우징,야간,L3,B조,0.028846153846153848
2026-03-04,기어,주간,L3,B조,0.027972027972027972
2026-03-21,브라켓,야간,L3,B조,0.03007518796992481
2026-03-15,브라켓,주간,L3,B조,0.02564102564102564
2026-03-09,하우징,야간,L3,C조,0.029411764705882353
2026-03-08,하우징,주간,L3,A조,0.015706806282722512
2026-03-02,기어,주간,L3,B조,0.009615384615384616
2026-03-27,기어,주간,L2,B조,0.0273972602739726
2026-03-27,샤프트,야간,L3,B조,0.023622047244094488
2026-03-18,하우징,주간,L1,A조,0.018867924528301886
2026-03-11,기어,야간,L1,A조,0.020512820512820513
2026-03-07,기어,주간,L3,A조,0.018433179723502304
2026-03-10,브라켓,야간,L3,C조,0.028901734104046242
2026-03-29,샤프트,주간,L3,A조,0.0196078431372549
2026-03-03,브라켓,주간,L2,B조,0.015789473684210527
2026-03-26,샤프트,주간,L1,A조,0.01276595744680851
2026-03-10,샤프트,주간,L2,A조,0.028225806451612902
2026-03-09,샤프트,야간,L3,B조,0.017857142857142856
2026-03-26,기어,야간,L2,A조,0.018633540372670808
2026-03-30,기어,주간,L1,B조,0.021929824561403508
2026-03-31,기어,주간,L2,B조,0.0213903743315508
2026-03-09,하우징,주간,L3,C조,0.022935779816513763
2026-03-19,기어,야간,L3,B조,0.028112449799196786
2026-03-10,샤프트,야간,L2,A조,0.030927835051546393
2026-03-06,기어,야간,L3,A조,0.02717391304347826
2026-03-12,샤프트,야간,L3,B조,0.023529411764705882
2026-03-02,샤프트,주간,L2,A조,0.015625
2026-03-06,샤프트,주간,L2,C조,0.015706806282722512
2026-03-19,하우징,야간,L3,A조,0.041237113402061855
2026-03-22,하우징,주간,L3,A조,0.012195121951219513
2026-03-09,브라켓,주간,L2,B조,0.02
2026-03-18,하우징,주간,L3,C조,0.02054794520547945
2026-03-24,기어,야간,L3,B조,0.016304347826086956
2026-03-28,기어,야간,L3,A조,0.0125
2026-03-18,샤프트,야간,L3,B조,0.02074688796680498
2026-03-08,하우징,주간,L3,B조,0.020100502512562814
2026-03-23,샤프트,주간,L3,B조,0.014705882352941176
2026-03-06,샤프트,주간,L3,C조,0.028688524590163935
2026-03-05,브라켓,야간,L3,A조,0.028112449799196786
2026-03-12,샤프트,주간,L2,C조,0.026905829596412557
2026-03-11,샤프트,야간,L2,C조,0.03508771929824561
2026-03-05,브라켓,주간,L3,C조,0.009174311926605505
2026-03-02,기어,야간,L3,A조,0.023923444976076555
2026-03-30,기어,야간,L3,B조,0.024630541871921183
2026-03-21,샤프트,주간,L3,C조,0.02127659574468085
2026-03-23,기어,야간,L3,C조,0.031746031746031744
2026-03-03,브라켓,주간,L3,B조,0.0136986301369863
2026-03-25,하우징,야간,L2,B조,0.017391304347826087
2026-03-12,기어,야간,L3,A조,0.0213903743315508
2026-03-24,기어,주간,L3,B조,0.02717391304347826
2026-03-16,기어,주간,L3,B조,0.02912621359223301
2026-03-08,하우징,야간,L2,C조,0.010869565217391304
2026-03-09,샤프트,야간,L2,B조,0.0211864406779661
2026-03-05,샤프트,야간,L3,B조,0.01675977653631285
2026-03-26,하우징,야간,L3,C조,0.029166666666666667
2026-03-14,브라켓,주간,L3,A조,0.020618556701030927
2026-03-25,브라켓,주간,L2,A조,0.008403361344537815
2026-03-26,브라켓,주간,L2,B조,0.02074688796680498
2026-03-06,기어,주간,L3,A조,0.02030456852791878
2026-03-11,하우징,주간,L3,A조,0.015873015873015872
2026-03-04,브라켓,야간,L3,A조,0.02702702702702703
2026-03-01,샤프트,주간,L2,B조,0.011494252873563218
2026-03-31,기어,주간,L2,A조,0.023255813953488372
2026-03-21,샤프트,야간,L1,B조,0.035398230088495575
2026-03-15,브라켓,야간,L3,B조,0.022727272727272728
2026-03-07,브라켓,야간,L3,B조,0.03592814371257485
2026-03-19,하우징,주간,L1,A조,0.022556390977443608
2026-03-17,샤프트,야간,L2,B조,0.028985507246376812
2026-03-07,브라켓,주간,L2,B조,0.0
2026-03-01,샤프트,주간,L3,B조,0.020618556701030927
2026-03-15,샤프트,야간,L3,C조,0.012578616352201259
2026-03-16,하우징,주간,L3,A조,0.016483516483516484
2026-03-25,하우징,야간,L3,B조,0.03305785123966942
2026-03-13,브라켓,주간,L3,B조,0.018292682926829267
2026-03-04,기어,주간,L2,B조,0.022857142857142857
2026-03-28,기어,주간,L3,B조,0.02459016393442623
2026-03-13,기어,주간,L3,A조,0.009259259259259259
2026-03-23,샤프트,주간,L3,A조,0.023668639053254437
2026-03-02,브라켓,주간,L1,A조,0.016736401673640166
2026-03-02,기어,주간,L3,A조,0.006329113924050633
2026-03-01,샤프트,야간,L2,B조,0.02145922746781116
2026-03-25,기어,주간,L3,B조,0.026785714285714284
2026-03-08,하우징,야간,L3,B조,0.014563106796116505
